id,title,releaseTear,img,genres,rating,ratingCount,clasification,duration,members
"tt0109830","Forrest Gump",1994,"https://m.media-amazon.com/images/M/MV5BOWQ0NzQ5MDItYTA3Yy00Y2ZjLWFlMGQtNjcxYzU4MWM3NzFmXkEyXkFqcGc@._V1_.jpg","Drama, Romance",8.8,2400660,"A",8520,"Dirección:  | Reparto principal:  /  /  / "
"tt0167261","El señor de los anillos: Las dos torres",2002,"https://m.media-amazon.com/images/M/MV5BNjJhZjZlNjktZTEwYi00MmMwLTgyYTgtYmMyMmRlOWMzNmRjXkEyXkFqcGc@._V1_.jpg","Aventura, Drama, Fantasía",8.8,1888842,"13",10740,"Dirección:  | Reparto principal:  /  /  / "
"tt0137523","El club de la lucha",1999,"https://m.media-amazon.com/images/M/MV5BZjA1YzQ3MDktYzRjMi00NWQ0LWFhYWYtZGMyODcwNGEwZjNmXkEyXkFqcGc@._V1_.jpg","Crimen, Drama, Suspense",8.8,2492348,"18",8340,"Dirección:  | Reparto principal:  /  /  / "
"tt1375666","Origen",2010,"https://m.media-amazon.com/images/M/MV5BNTQxYmM1NzQtY2FiZS00MzRhLTljZDYtZjRmMGNiMWI3NTQxXkEyXkFqcGc@._V1_.jpg","Acción, Aventura, Ciencia ficción",8.8,2708617,"12",8880,"Dirección:  | Reparto principal:  /  /  / "
"tt0080684","El imperio contraataca",1980,"https://m.media-amazon.com/images/M/MV5BZWQyNTJkMTAtZWQ0Zi00NGFlLWI2ZDktNTA4MzM5NDQ0MTk4XkEyXkFqcGc@._V1_.jpg","Acción, Aventura, Fantasía",8.7,1456035,"A",7440,"Dirección:  | Reparto principal:  /  /  / "
"tt0133093","Matrix",1999,"https://m.media-amazon.com/images/M/MV5BNGE1YzI4NzMtZTUxNi00Y2I5LTg2MmQtODE0NThmYTFmMDk0XkEyXkFqcGc@._V1_.jpg","Acción, Ciencia ficción",8.7,2172325,"18",8160,"Dirección:  /  | Reparto principal:  /  /  / "
"tt0099685","Uno de los nuestros",1990,"https://m.media-amazon.com/images/M/MV5BYTE0MmJhNGUtZDI5My00YThhLTk1NmItNDExOWUxMjg1YzUxXkEyXkFqcGc@._V1_.jpg","Biografía, Crimen, Drama",8.7,1338773,"18",8700,"Dirección:  | Reparto principal:  /  /  / "
"tt0816692","Interstellar",2014,"https://m.media-amazon.com/images/M/MV5BYzdjMDAxZGItMjI2My00ODA1LTlkNzItOWFjMDU5ZDJlYWY3XkEyXkFqcGc@._V1_.jpg","Aventura, Drama, Ciencia ficción",8.7,2376222,"12",10140,"Dirección:  | Reparto principal:  /  /  / "
"tt0073486","Alguien voló sobre el nido del cuco",1975,"https://m.media-amazon.com/images/M/MV5BYjdkNjdlNDgtZTM1My00YzEwLTk5YjItYjE3YzllZTViNTVlXkEyXkFqcGc@._V1_.jpg","Drama",8.7,1125417,"18",7980,"Dirección:  | Reparto principal:  /  /  / "
"tt0114369","Seven",1995,"https://m.media-amazon.com/images/M/MV5BMjk4YWQ5YTItZTk2OS00MTcxLWIwNjctZjE3NzNhNjQzZjI2XkEyXkFqcGc@._V1_.jpg","Crimen, Drama, Misterio",8.6,1930752,"18",7620,"Dirección:  | Reparto principal:  /  /  / "
"tt0038650","Qué bello es vivir",1946,"https://m.media-amazon.com/images/M/MV5BNzg5YjAwODItZmNiNC00OGEwLWIzYmMtNzc3ZTc5MmM4NDc0XkEyXkFqcGc@._V1_.jpg","Drama, Familiar, Fantasía",8.6,531630,"A",7800,"Dirección:  | Reparto principal:  /  /  / "
"tt0102926","El silencio de los corderos",1991,"https://m.media-amazon.com/images/M/MV5BOGZiZjYxY2UtNDE5YS00NzcwLWI0NmItNjcwYThkOWMwYTdhXkEyXkFqcGc@._V1_.jpg","Crimen, Drama, Terror",8.6,1650706,"18",7080,"Dirección:  | Reparto principal:  /  /  / "
"tt0047478","Los siete samuráis",1954,"https://m.media-amazon.com/images/M/MV5BYzc0ODMyMzctZTA5Zi00MGZhLWE0NTItZjJhOTE3OWMxZjBlXkEyXkFqcGc@._V1_.jpg","Acción, Drama",8.6,388411,"A",12420,"Dirección:  | Reparto principal:  /  /  / "
"tt0120815","Salvar al soldado Ryan",1998,"https://m.media-amazon.com/images/M/MV5BMzU0YTgzM2EtYWNmMy00NWM1LWE0NTMtYjFhZDNlMDU1NWJmXkEyXkFqcGc@._V1_.jpg","Drama, Bélico",8.6,1582874,"13",10140,"Dirección:  | Reparto principal:  /  /  / "
"tt0120689","La milla verde",1999,"https://m.media-amazon.com/images/M/MV5BM2VlMDA2NWYtYzQxZi00NGIyLTk0OTYtMGY3ODFmOGFhMTI3XkEyXkFqcGc@._V1_.jpg","Crimen, Drama, Fantasía",8.6,1499632,"13",11340,"Dirección:  | Reparto principal:  /  /  / "
"tt0317248","Ciudad de Dios",2002,"https://m.media-amazon.com/images/M/MV5BYjY4NGI5OTUtY2ZlZS00Zjk4LTk5N2MtN2JmYWVjNGNmMGRlXkEyXkFqcGc@._V1_.jpg","Crimen, Drama",8.6,844010,"18",7800,"Dirección:  /  | Reparto principal:  /  /  / "
"tt0118799","La vida es bella",1997,"https://m.media-amazon.com/images/M/MV5BNTZhN2IwZWUtNTI2Yy00OWNjLWExZmYtOGMzN2M5NTE1MzM1XkEyXkFqcGc@._V1_.jpg","Comedia, Drama, Romance",8.6,784814,"A",6960,"Dirección:  | Reparto principal:  /  /  / "
"tt0103064","Terminator 2: El juicio final",1991,"https://m.media-amazon.com/images/M/MV5BM2U1MTc3M2EtYzhjYy00MmRkLWExZDEtZmI0OWNjMTFkODlmXkEyXkFqcGc@._V1_.jpg","Acción, Aventura, Ciencia ficción",8.6,1242735,"18",8220,"Dirección:  | Reparto principal:  /  /  / "
"tt0076759","La guerra de las galaxias",1977,"https://m.media-amazon.com/images/M/MV5BNGU3YTdiM2EtY2Y3MC00NTIzLWEzYzYtM2IxZDNhZjkwNjU1XkEyXkFqcGc@._V1_.jpg","Acción, Aventura, Fantasía",8.6,1522993,"A",7260,"Dirección:  | Reparto principal:  /  /  / "
"tt0088763","Regreso al futuro",1985,"https://m.media-amazon.com/images/M/MV5BNzVhMDRlMzctMjgxOC00MDllLTkzZWUtZTk4ODgyNDgwZTBmXkEyXkFqcGc@._V1_.jpg","Aventura, Comedia, Ciencia ficción",8.5,1391208,"A",6960,"Dirección:  | Reparto principal:  /  /  / "
"tt0245429","El viaje de Chihiro",2001,"https://m.media-amazon.com/images/M/MV5BMWI1OTdjN2EtOGUxYy00ZDBmLWFlNzAtNmRkZjhiMTIzOTNhXkEyXkFqcGc@._V1_.jpg","Animación, Aventura, Familiar",8.6,921396,"A",7440,"Dirección:  | Reparto principal:  /  /  / "
"tt0253474","El pianista",2002,"https://m.media-amazon.com/images/M/MV5BMjEwNmEwYjgtNTk3ZC00NjljLTg5ZDctZTY3ZGQwZjRkZmQxXkEyXkFqcGc@._V1_.jpg","Biografía, Drama, Música",8.5,976467,"13",9000,"Dirección:  | Reparto principal:  /  /  / "
"tt0172495","Gladiator (El gladiador)",2000,"https://m.media-amazon.com/images/M/MV5BZDZlZjY4NGMtNWIwNC00OWVhLTkyMmUtODI5ZDY4MmFhODllXkEyXkFqcGc@._V1_.jpg","Acción, Aventura, Drama",8.5,1777896,"13",9300,"Dirección:  | Reparto principal:  /  /  / "
"tt6751668","Parásitos",2019,"https://m.media-amazon.com/images/M/MV5BYjk1Y2U4MjQtY2ZiNS00OWQyLWI3MmYtZWUwNmRjYWRiNWNhXkEyXkFqcGc@._V1_.jpg","Drama, Suspense",8.5,1082289,"16",7920,"Dirección:  | Reparto principal:  /  /  / "
"tt0054215","Psicosis",1960,"https://m.media-amazon.com/images/M/MV5BOTUxZGRkZjQtMGFjOS00YTZkLTg5MmItOGRhMjE3YjQyMjBmXkEyXkFqcGc@._V1_.jpg","Drama, Terror, Misterio",8.5,758715,"16",6540,"Dirección:  | Reparto principal:  /  /  / "
"tt0110357","El rey león",1994,"https://m.media-amazon.com/images/M/MV5BOTk0YjM0YmMtZTNiOC00ZjU5LWEzNmUtNTRiYzAxMTg0MzVkXkEyXkFqcGc@._V1_.jpg","Animación, Aventura, Drama",8.5,1213585,"A",5280,"Dirección:  /  | Reparto principal:  /  /  / "
"tt0095327","La tumba de las luciérnagas",1988,"https://m.media-amazon.com/images/M/MV5BOTBlY2ViYmQtOWIzYy00NDRjLTg4ZDgtNWJiYWU1MjNlMDcwXkEyXkFqcGc@._V1_.jpg","Animación, Drama, Bélico",8.5,356081,"13",5280,"Dirección:  | Reparto principal:  /  /  / "
"tt0407887","Infiltrados",2006,"https://m.media-amazon.com/images/M/MV5BYjhhMWVjMTUtM2EyMi00ZTU4LWIzNmYtZjMyNzJiMmZjMWRmXkEyXkFqcGc@._V1_.jpg","Crimen, Drama, Suspense",8.5,1500019,"18",9060,"Dirección:  | Reparto principal:  /  /  / "
"tt2582802","Whiplash",2014,"https://m.media-amazon.com/images/M/MV5BMjM0NmUzOWUtN2I0Mi00NTRiLWJmNzItZDE2YWIwNDIwNmEzXkEyXkFqcGc@._V1_.jpg","Drama, Música",8.5,1088102,"12",6360,"Dirección:  | Reparto principal:  /  /  / "
"tt0056058","Harakiri",1962,"https://m.media-amazon.com/images/M/MV5BZThiZjU5ZDQtZDI4Mi00ZGYyLTkzOTktYmIzZTFlZTkxYzg5XkEyXkFqcGc@._V1_.jpg","Drama, Misterio",8.6,81651,"13",7980,"Dirección:  | Reparto principal:  /  /  / "
"tt0482571","El truco final (El prestigio)",2006,"https://m.media-amazon.com/images/M/MV5BMjUxYzNmOWItZjc1NS00OTUxLTgzODEtODU2NGEzMDJmYWFjXkEyXkFqcGc@._V1_.jpg","Drama, Misterio, Ciencia ficción",8.5,1528408,"18",7800,"Dirección:  | Reparto principal:  /  /  / "
"tt0120586","American History X",1998,"https://m.media-amazon.com/images/M/MV5BMjU3OWQ2MWQtZTMzNS00MGRjLWE3MmQtZmQ1Mzc0MGY3NmQyXkEyXkFqcGc@._V1_.jpg","Crimen, Drama",8.5,1239100,"13",7140,"Dirección:  | Reparto principal:  /  /  / "
"tt0110413","El profesional (Léon)",1994,"https://m.media-amazon.com/images/M/MV5BNGRkYTNhOWQtYmI0Ni00MjZhLWJmMzAtMTA2Mjg4NGNiNDU0XkEyXkFqcGc@._V1_.jpg","Acción, Crimen, Drama",8.5,1311892,"18",6600,"Dirección:  | Reparto principal:  /  /  / "
"tt9362722","Spider-Man: Cruzando el multiverso",2023,"https://m.media-amazon.com/images/M/MV5BODRiZGQyOGEtZWE1OS00MjQ2LWFiNzUtNjgxMDg3MmM0MDNhXkEyXkFqcGc@._V1_.jpg","Animación, Acción, Aventura",8.5,469155,"7",8400,"Dirección:  /  /  | Reparto principal:  /  /  / "
"tt0034583","Casablanca",1942,"https://m.media-amazon.com/images/M/MV5BNTcyN2YzOTAtNDgyNi00YzA2LWIzOTAtNzg0ZjUyNjMzYWIyXkEyXkFqcGc@._V1_.jpg","Drama, Romance, Bélico",8.5,636675,"16",6120,"Dirección:  | Reparto principal:  /  /  / "
"tt0095765","Cinema Paradiso",1988,"https://m.media-amazon.com/images/M/MV5BMTljNzc4YWEtYTZlMS00ODMyLWIwMTAtNWQxY2VkMDEwYTk5XkEyXkFqcGc@._V1_.jpg","Drama, Romance",8.5,304344,"A",10440,"Dirección:  | Reparto principal:  /  /  / "
"tt0114814","Sospechosos habituales",1995,"https://m.media-amazon.com/images/M/MV5BMDliMWJiOTItOTUzNi00YjdmLTgxYzItZjQyYzU1NmZhZTdiXkEyXkFqcGc@._V1_.jpg","Crimen, Drama, Misterio",8.5,1197998,"18",6360,"Dirección:  | Reparto principal:  /  /  / "
"tt1675434","Intocable",2011,"https://m.media-amazon.com/images/M/MV5BOWFmYzhiODMtZjYzOC00MTgyLWFkN2MtM2VlMDgwMzdkNGNkXkEyXkFqcGc@._V1_.jpg","Comedia, Drama",8.5,987277,"7",6720,"Dirección:  /  | Reparto principal:  /  /  / "
"tt0078748","Alien, el octavo pasajero",1979,"https://m.media-amazon.com/images/M/MV5BN2NhMDk2MmEtZDQzOC00MmY5LThhYzAtMDdjZGFjOGZjMjdjXkEyXkFqcGc@._V1_.jpg","Terror, Ciencia ficción",8.5,1024698,"16",7020,"Dirección:  | Reparto principal:  /  /  / "
"tt0027977","Tiempos modernos",1936,"https://m.media-amazon.com/images/M/MV5BMjZmMjA4OGQtNjFmZi00ODE1LTkzM2QtYzg4OTM4ZDk2YzNkXkEyXkFqcGc@._V1_.jpg","Comedia, Drama, Romance",8.5,275374,"16",5220,"Dirección:  | Reparto principal:  /  /  / "
"tt0047396","La ventana indiscreta",1954,"https://m.media-amazon.com/images/M/MV5BMjFlZmQwNjUtYTJlOC00MjBiLWE2YTQtMDk1ZGM3YWJmZThmXkEyXkFqcGc@._V1_.jpg","Drama, Misterio, Suspense",8.5,551830,"16",6720,"Dirección:  | Reparto principal:  /  /  / "
"tt0064116","Hasta que llegó su hora",1968,"https://m.media-amazon.com/images/M/MV5BMjEzNjg1NzEwMV5BMl5BanBnXkFtZTgwMTE4OTU0MTE@._V1_.jpg","Drama, Del oeste",8.5,371606,"18",9960,"Dirección:  | Reparto principal:  /  /  / "
"tt1853728","Django desencadenado",2012,"https://m.media-amazon.com/images/M/MV5BMTg5NzI5ODU0MV5BMl5BanBnXkFtZTcwNDcyNDY2Nw@@._V1_.jpg","Drama, Del oeste",8.5,1807361,"16",9900,"Dirección:  | Reparto principal:  /  /  / "
"tt0021749","Luces de la ciudad",1931,"https://m.media-amazon.com/images/M/MV5BNzIwNTQ2MDUxN15BMl5BanBnXkFtZTgwNjU2MjcyMjE@._V1_.jpg","Comedia, Drama, Romance",8.5,208664,"A",5220,"Dirección:  | Reparto principal:  /  /  / "
"tt0078788","Apocalypse Now",1979,"https://m.media-amazon.com/images/M/MV5BNzI4NDNlNjItMzM1Ni00YTA0LThjZTAtOTdhMGYxYmU0NmZkXkEyXkFqcGc@._V1_.jpg","Drama, Misterio, Bélico",8.4,747710,"16",8820,"Dirección:  | Reparto principal:  /  /  / "
"tt0910970","WALL·E",2008,"https://m.media-amazon.com/images/M/MV5BMjExMTg5OTU0NF5BMl5BanBnXkFtZTcwMjMxMzMzMw@@._V1_.jpg","Animación, Aventura, Familiar",8.4,1272112,"A",5880,"Dirección:  | Reparto principal:  /  /  / "
"tt0209144","Memento",2000,"https://m.media-amazon.com/images/M/MV5BYmQ3MjliNjAtNWFiZS00YWI1LTlmZTktMzBiNDE1NjRhZjU0XkEyXkFqcGc@._V1_.jpg","Drama, Misterio, Suspense",8.4,1389522,"13",6780,"Dirección:  | Reparto principal:  /  /  / "
"tt15239678","Dune: Parte dos",2024,"https://m.media-amazon.com/images/M/MV5BNzBiMTQ0YjMtZDRhMC00ZDU4LTk3MDMtNWQxOGMwMjQzYjc4XkEyXkFqcGc@._V1_.jpg","Acción, Aventura, Drama",8.5,650777,"12",9960,"Dirección:  | Reparto principal:  /  /  / "
"tt0082971","En busca del arca perdida",1981,"https://m.media-amazon.com/images/M/MV5BMjhkNDBiMTMtYzNlOS00OTU2LWE3ZGMtZWVmMThkZThjZjMzXkEyXkFqcGc@._V1_.jpg","Acción, Aventura",8.4,1081824,"A",6900,"Dirección:  | Reparto principal:  /  /  / "
"tt4154756","Vengadores: Infinity War",2018,"https://m.media-amazon.com/images/M/MV5BOGVkODYxMDEtODczZC00MjRiLTg3ZWYtZjgzN2QyMDBjZTUzXkEyXkFqcGc@._V1_.jpg","Acción, Aventura, Ciencia ficción",8.4,1303083,"12",8940,"Dirección:  /  | Reparto principal:  /  /  / "
"tt0405094","La vida de los otros",2006,"https://m.media-amazon.com/images/M/MV5BN2Q5M2JhZGItNTg2OC00NjQ1LTllMmYtNWUzODNhMmU3YjcxXkEyXkFqcGc@._V1_.jpg","Drama, Misterio, Suspense",8.4,430543,"7",8220,"Dirección:  | Reparto principal:  /  /  / "
"tt0043014","El crepúsculo de los dioses",1950,"https://m.media-amazon.com/images/M/MV5BZjNmY2FhZDUtNzMxMS00ZDFiLTlhMzEtNTBmZjUwMTIxMzQxXkEyXkFqcGc@._V1_.jpg","Drama, Cine negro",8.4,250849,"Apta para mayores",6600,"Dirección:  | Reparto principal:  /  /  / "
"tt4633694","Spider-Man: Un nuevo universo",2018,"https://m.media-amazon.com/images/M/MV5BMjMwNDkxMTgzOF5BMl5BanBnXkFtZTgwNTkwNTQ3NjM@._V1_.jpg","Animación, Acción, Aventura",8.4,742038,"7",7020,"Dirección:  /  /  | Reparto principal:  /  /  / "
"tt0051201","Testigo de cargo",1957,"https://m.media-amazon.com/images/M/MV5BMzEyYzNjOTktMzI5YS00MzQ4LThlOWYtZmQ4OGI0ZDk3YmVmXkEyXkFqcGc@._V1_.jpg","Crimen, Drama, Misterio",8.4,151964,"A",6960,"Dirección:  | Reparto principal:  /  /  / "
"tt0050825","Senderos de gloria",1957,"https://m.media-amazon.com/images/M/MV5BZjg0MWJjM2ItYzNjZS00MTkyLThiNzAtOTlmZGZiZWE5OWJhXkEyXkFqcGc@._V1_.jpg","Drama, Bélico",8.4,228324,"A",5280,"Dirección:  | Reparto principal:  /  /  / "
"tt0081505","El resplandor",1980,"https://m.media-amazon.com/images/M/MV5BNzMxYWI2NWUtNTQzOC00YTk0LTg2YmUtNmU2NzZkZmJjZWU2XkEyXkFqcGc@._V1_.jpg","Drama, Terror",8.4,1176760,"16",8760,"Dirección:  | Reparto principal:  /  /  / "
"tt0032553","El gran dictador",1940,"https://m.media-amazon.com/images/M/MV5BYjgwYmEwMTYtZTc4Mi00NmRmLWI0OGMtNGExM2ZlYzMzZTc2XkEyXkFqcGc@._V1_.jpg","Comedia, Drama, Bélico",8.4,250603,"18",7500,"Dirección:  | Reparto principal:  /  /  / "
"tt23849204","12th Fail",2023,"https://m.media-amazon.com/images/M/MV5BNTE3OTIxZDYtNjA0NC00N2YxLTg1NGQtOTYxNmZkMDkwOWNjXkEyXkFqcGc@._V1_.jpg","Biografía, Drama",8.7,152449,"",8820,"Dirección:  | Reparto principal:  /  /  / "
"tt0361748","Malditos bastardos",2009,"https://m.media-amazon.com/images/M/MV5BMjcxNzBmMGEtYWZmNC00ZTNkLTkzMjgtMjA1MDFmNTMyMGJiXkEyXkFqcGc@._V1_.jpg","Aventura, Drama, Bélico",8.4,1701360,"12",9180,"Dirección:  | Reparto principal:  /  /  / "
"tt0090605","Aliens: El regreso",1986,"https://m.media-amazon.com/images/M/MV5BNTg0Y2FhODktZjk1Yi00ZTBkLWJhZTQtNjllYTc3N2U1ZWRkXkEyXkFqcGc@._V1_.jpg","Acción, Aventura, Terror",8.4,814371,"13",8220,"Dirección:  | Reparto principal:  /  /  / "
"tt1345836","El caballero oscuro: La leyenda renace",2012,"https://m.media-amazon.com/images/M/MV5BMmQ4MTZmODItMWFiMC00ZTExLTg0YWEtODEyYjkwNWZiNGIxXkEyXkFqcGc@._V1_.jpg","Acción, Crimen, Drama",8.4,1928404,"12",9840,"Dirección:  | Reparto principal:  /  /  / "
"tt2380307","Coco",2017,"https://m.media-amazon.com/images/M/MV5BMWQ1NWZjMmQtMTFjOC00NDE2LWFmZTctNzI5MDQwNDU0M2IzXkEyXkFqcGc@._V1_.jpg","Animación, Aventura, Drama",8.4,660320,"A",6300,"Dirección:  /  | Reparto principal:  /  /  / "
"tt0086879","Amadeus",1984,"https://m.media-amazon.com/images/M/MV5BNzAxMzJiOTgtOGJiNS00MDY1LTg4ZmYtNzM2NmE5ZGJhMmM5XkEyXkFqcGc@._V1_.jpg","Biografía, Drama, Música",8.4,452032,"A",9600,"Dirección:  | Reparto principal:  /  /  / "
"tt4154796","Vengadores: Endgame",2019,"https://m.media-amazon.com/images/M/MV5BZGM5MTFlYTMtMGU4NC00YzUzLThhY2UtM2IxZGI5MTlhYWZkXkEyXkFqcGc@._V1_.jpg","Acción, Aventura, Ciencia ficción",8.4,1375253,"7",10860,"Dirección:  /  | Reparto principal:  /  /  / "
"tt0114709","Toy Story",1995,"https://m.media-amazon.com/images/M/MV5BZTA3OWVjOWItNjE1NS00NzZiLWE1MjgtZDZhMWI1ZTlkNzYwXkEyXkFqcGc@._V1_.jpg","Animación, Aventura, Comedia",8.3,1132197,"A",4860,"Dirección:  | Reparto principal:  /  /  / "
"tt0119217","El indomable Will Hunting",1997,"https://m.media-amazon.com/images/M/MV5BMDNjOTMyNjgtYmU4OS00ZWMzLWEyYWMtOThhOGRjM2I4YWNmXkEyXkFqcGc@._V1_.jpg","Drama, Romance",8.3,1149623,"A",7560,"Dirección:  | Reparto principal:  /  /  / "
"tt0057012","¿Teléfono rojo? Volamos hacia Moscú",1964,"https://m.media-amazon.com/images/M/MV5BOTA4NDdkYTQtZTQzYy00YjVkLTkxMDMtZDBhY2FhNmZlZThhXkEyXkFqcGc@._V1_.jpg","Comedia, Bélico",8.3,540976,"18",5700,"Dirección:  | Reparto principal:  /  /  / "
"tt0364569","Old Boy",2003,"https://m.media-amazon.com/images/M/MV5BMjI2NDFkNjEtYzI2Ni00NWY2LTgyMDYtZTU1NTA3YTZhNzFiXkEyXkFqcGc@._V1_.jpg","Acción, Drama, Misterio",8.3,686811,"18",7200,"Dirección:  | Reparto principal:  /  /  / "
"tt0057565","El infierno del odio",1963,"https://m.media-amazon.com/images/M/MV5BYTAzMTljMTUtOGEwNy00MTJlLWI1YWQtZTU0MTA2Y2RiNmRmXkEyXkFqcGc@._V1_.jpg","Crimen, Drama, Misterio",8.4,62085,"13",8580,"Dirección:  | Reparto principal:  /  /  / "
"tt0082096","El submarino (Das Boot)",1981,"https://m.media-amazon.com/images/M/MV5BZDg3OTNkNDMtNWExOS00N2I4LWEzNjktMzQ4Nzk5MzA0YmJjXkEyXkFqcGc@._V1_.jpg","Drama, Bélico",8.4,280873,"14",8940,"Dirección:  | Reparto principal:  /  /  / "
"tt0112573","Braveheart",1995,"https://m.media-amazon.com/images/M/MV5BOGQ0YjJhMDItOTI2MS00MzFjLWEwNzgtYjUzYTE0ZjE4ZTg1XkEyXkFqcGc@._V1_.jpg","Biografía, Drama, Bélico",8.3,1135959,"18",10680,"Dirección:  | Reparto principal:  /  /  / "
"tt0169547","American Beauty",1999,"https://m.media-amazon.com/images/M/MV5BYmYxOGZkZDktZTcyOS00ZjExLTlhMTItNzhhNTA5MDA0ZjVlXkEyXkFqcGc@._V1_.jpg","Drama",8.3,1255446,"18",7320,"Dirección:  | Reparto principal:  /  /  / "
"tt0119698","La princesa Mononoke",1997,"https://m.media-amazon.com/images/M/MV5BMmY2NzBhNGItZjVhZC00MzlmLTg4ZTQtZjI0N2JiYzc2NGMxXkEyXkFqcGc@._V1_.jpg","Animación, Aventura, Fantasía",8.3,464818,"7",7980,"Dirección:  | Reparto principal:  /  /  / "
"tt5311514","Your Name.",2016,"https://m.media-amazon.com/images/M/MV5BZmUyYWRiODktOGYxMC00MWY3LThhNDUtZTViZDVkYTYwYmJhXkEyXkFqcGc@._V1_.jpg","Animación, Drama, Fantasía",8.4,364295,"A",6360,"Dirección:  | Reparto principal:  /  /  / "
"tt1187043","3 Idiots",2009,"https://m.media-amazon.com/images/M/MV5BNzc4ZWQ3NmYtODE0Ny00YTQ4LTlkZWItNTBkMGQ0MmUwMmJlXkEyXkFqcGc@._V1_.jpg","Comedia, Drama",8.4,463694,"PG-13",10200,"Dirección:  | Reparto principal:  /  /  / "
"tt7286456","Joker",2019,"https://m.media-amazon.com/images/M/MV5BMjQyOTA4NzMtNTk2ZC00YWUwLTgxOTUtNjBkMjE0YmU1OTRmXkEyXkFqcGc@._V1_.jpg","Crimen, Drama, Suspense",8.3,1626321,"18",7320,"Dirección:  | Reparto principal:  /  /  / "
"tt8267604","Cafarnaúm",2018,"https://m.media-amazon.com/images/M/MV5BMDI2NDY0MGUtZDQyMy00OWI1LWI5NWQtOTk5MzQ2ZjY3NzQ5XkEyXkFqcGc@._V1_.jpg","Drama",8.4,117805,"16",7560,"Dirección:  | Reparto principal:  /  /  / "
"tt0087843","Érase una vez en América",1984,"https://m.media-amazon.com/images/M/MV5BM2Q2ZDZlN2EtMDI5OS00MjYzLTg5ZWUtMmVmNjk3MzUzYjJmXkEyXkFqcGc@._V1_.jpg","Crimen, Drama",8.3,398096,"18",13740,"Dirección:  | Reparto principal:  /  /  / "
"tt0045152","Cantando bajo la lluvia",1952,"https://m.media-amazon.com/images/M/MV5BNTdjMDY4N2EtZTVlNy00NGJlLWE4YTYtZDM0Y2Y3NjJiZjBjXkEyXkFqcGc@._V1_.jpg","Comedia, Musical, Romance",8.3,274604,"A",6180,"Dirección:  /  | Reparto principal:  /  /  / "
